Interest,Aliases,vector_id
paleobiogeography,"Biomedical Engineering, Biotechnology",interest_2197
paleoceanography,"paleoceanography Research, paleoceanography Technology",interest_2198
paleoclimatology,"paleoclimatology Research, paleoclimatology Technology",interest_2199
paleontology,"paleontology Research, paleontology Technology",interest_2200
paleoseismology,"paleoseismology Research, paleoseismology Technology",interest_2201
paper technology,PT,interest_2202
paramaterized complexity,PC,interest_2203
parasitology,"parasitology Research, parasitology Technology",interest_2204
parkinson's disease,PSD,interest_2205
parkinsons disease,PD,interest_2206
participating medium,PM,interest_2207
particle physics,PP,interest_2208
particle physics theory and phenomenology,PPTP,interest_2209
particle science & technology,PST,interest_2210
particle swarm optimization,PSO,interest_2211
particulate matter,PM,interest_2212
partition theory,PT,interest_2213
passive microwave devices,PMD,interest_2214
passivity and dissipativity,PD,interest_2215
patent policy,PP,interest_2216
patenting,"patenting Research, patenting Technology",interest_2217
pathogenesis and antibiotic resistance,"Biomedical Engineering, Biotechnology, PAR",interest_2218
pattern formation,PF,interest_2219
pattern recognition,PR,interest_2220
patterned interfaces,PI,interest_2221
pavement analysis and design,PAD,interest_2222
pavement engineering,PE,interest_2223
pavement geotechnics,PG,interest_2224
pavement materials,"Advanced Materials, Materials Science, PM",interest_2225
pe-catalysis,PC,interest_2226
pedagogy,"pedagogy Research, pedagogy Technology",interest_2227
pedestrian safety,PS,interest_2228
penetration,"penetration Research, penetration Technology",interest_2229
peptide chemistry,PC,interest_2230
peptides and proteins in diseases,PPD,interest_2231
perception stack,PS,interest_2232
performance engineering,PE,interest_2233
performance modelling,PM,interest_2234
peridynamics,"peridynamics Research, peridynamics Technology",interest_2235
perovskite,"perovskite Research, perovskite Technology",interest_2236
perovskite and dye-sensitized solar cells,"Clean Energy, PDSSC, Renewable Energy Systems",interest_2237
perovskite and organic solar photovoltaics,"Artificial Intelligence, Clean Energy, Machine Intelligence, POSP, Renewable Energy Systems",interest_2238
perovskite solar cell,"Clean Energy, PSC, Renewable Energy Systems",interest_2239
perovskite solar cells,"Clean Energy, PSC, Renewable Energy Systems",interest_2240
perovskites,"perovskites Research, perovskites Technology",interest_2241
personalized learning,"Artificial Intelligence, Machine Intelligence, PL",interest_2242
perturbative quantum chromodynamics,PQC,interest_2243
pervious concrete,PC,interest_2244
pesticides,"pesticides Research, pesticides Technology",interest_2245
pet degradation,PD,interest_2246
petroleum engineering,PE,interest_2247
petrology,"petrology Research, petrology Technology",interest_2248
pharmacology,"pharmacology Research, pharmacology Technology",interest_2249
phase change materials,"Advanced Materials, Materials Science, PCM",interest_2250
phase field modeling,PFM,interest_2251
phase separation,PS,interest_2252
phase transformation behavior of materials,"Advanced Materials, Materials Science, PTBM",interest_2253
phase transformations,PT,interest_2254
phase-field models,PFM,interest_2255
phenol,"phenol Research, phenol Technology",interest_2256
phenomenological modeling of ferroelectrics,PMF,interest_2257
philosophy of language,PL,interest_2258
phm,"phm Research, phm Technology",interest_2259
phononics,"phononics Research, phononics Technology",interest_2260
phonons,"phonons Research, phonons Technology",interest_2261
phosphorous containing polymers,"Artificial Intelligence, Machine Intelligence, PCP",interest_2262
phosphors,"phosphors Research, phosphors Technology",interest_2263
photo detectors,PD,interest_2264
photo/electro-catalysis,PEC,interest_2265
photobiology,"Biomedical Engineering, Biotechnology",interest_2266
photocatalysis,"photocatalysis Research, photocatalysis Technology",interest_2267
photocatalysis and nanoparticles,"Nanoscale Science, Nanotechnology, PN",interest_2268
photochemistry,"photochemistry Research, photochemistry Technology",interest_2269
photodetectors,"photodetectors Research, photodetectors Technology",interest_2270
photoelectrocatalysis,"photoelectrocatalysis Research, photoelectrocatalysis Technology",interest_2271
photoelectrochemical water splitting,PWS,interest_2272
photoelectrochemistry,"photoelectrochemistry Research, photoelectrochemistry Technology",interest_2273
photogrammetry,"photogrammetry Research, photogrammetry Technology",interest_2274
photonics,"photonics Research, photonics Technology",interest_2275
photophysics,"photophysics Research, photophysics Technology",interest_2276
photoredox,"photoredox Research, photoredox Technology",interest_2277
photoredox catalysis,PC,interest_2278
photosupercapacitors,"photosupercapacitors Research, photosupercapacitors Technology",interest_2279
photovoltaic,"Artificial Intelligence, Machine Intelligence",interest_2280
photovoltaics,"Artificial Intelligence, Machine Intelligence",interest_2281
physical chemistry,PC,interest_2282
physical chemistry of macomolecules,PCM,interest_2283
physical layer security,PLS,interest_2284
physical metallurgy,PM,interest_2285
physical metallurgy of steels,PMS,interest_2286
physical organic chemistry,POC,interest_2287
physical sicneces   magnetic resonancne,PSMR,interest_2288
physicochemical,"physicochemical Research, physicochemical Technology",interest_2289
physics,"physics Research, physics Technology",interest_2290
physics of graphene and its multilayers,PGIM,interest_2291
physiochemical treatments,PT,interest_2292
physiological modelling,PM,interest_2293
phytofluidics,"phytofluidics Research, phytofluidics Technology",interest_2294
phytomedicine,"phytomedicine Research, phytomedicine Technology",interest_2295
phytoremediation,"phytoremediation Research, phytoremediation Technology",interest_2296
piezoelectric materials,"Advanced Materials, Materials Science, PM",interest_2297
piezoelectric nanogenerator,"Nanoscale Science, Nanotechnology, PN",interest_2298
piezoelectrics,"piezoelectrics Research, piezoelectrics Technology",interest_2299
pile foundations,PF,interest_2300
pinch & techno-economic analysis,PTEA,interest_2301
plant biotechnology,"Biomedical Engineering, Biotechnology, PB",interest_2302
plant functional genomics,PFG,interest_2303
plant image analysis,"Image Analysis, PIA, Visual Recognition",interest_2304
plant metabolomics,PM,interest_2305
plant molecular biology,"Biomedical Engineering, Biotechnology, PMB",interest_2306
plant natural product biotechnology,"Biomedical Engineering, Biotechnology, PNPB",interest_2307
plant pathology,PP,interest_2308
plant science,PS,interest_2309
plant secondary metabolism,PSM,interest_2310
plant tissue culture,PTC,interest_2311
plant tissue culture engineering,PTCE,interest_2312
plant water uptake,PWU,interest_2313
plasma physics,PP,interest_2314
plasma spraying,PS,interest_2315
plasma technology,PT,interest_2316
plasmodium biology,"Biomedical Engineering, Biotechnology, PB",interest_2317
plasmonics,"plasmonics Research, plasmonics Technology",interest_2318
plasmonics & metamaterials,"Advanced Materials, Materials Science, PM",interest_2319
plate girders,PG,interest_2320
polarimetric sar,PS,interest_2321
policy analytics,PA,interest_2322
policy evaluation,PE,interest_2323
polinsar,"polinsar Research, polinsar Technology",interest_2324
pollution abatement,PA,interest_2325
polsar,"polsar Research, polsar Technology",interest_2326
polymer,"polymer Research, polymer Technology",interest_2327
polymer and carbon nanomaterials,"Advanced Materials, Materials Science, Nanoscale Science, Nanotechnology, PCN",interest_2328
polymer blends,PB,interest_2329
polymer blends and alloys,PBA,interest_2330
polymer chemistry,PC,interest_2331
polymer nanocomposites,"Nanoscale Science, Nanotechnology, PN",interest_2332
polymer physics,PP,interest_2333
polymer processing and characterization,PPC,interest_2334
polymer reaction engineering,PRE,interest_2335
polymer science,PS,interest_2336
polymer science & engineering,PSE,interest_2337
polymer science and engineering,PSE,interest_2338
polymer solar cells,"Clean Energy, PSC, Renewable Energy Systems",interest_2339
polymer technology,PT,interest_2340
polymeric biomaterials,"Advanced Materials, Biomedical Engineering, Biotechnology, Materials Science, PB",interest_2341
polymeric materials,"Advanced Materials, Materials Science, PM",interest_2342
polymeric nanofiberous membrane,"Nanoscale Science, Nanotechnology, PNM",interest_2343
polymers,"polymers Research, polymers Technology",interest_2344
polymers and composite materials,"Advanced Materials, Materials Science, PCM",interest_2345
polymorphism,"polymorphism Research, polymorphism Technology",interest_2346
popular culture,PC,interest_2347
porous hofs,PH,interest_2348
porous materials,"Advanced Materials, Materials Science, PM",interest_2349
porous media,PM,interest_2350
porous media combustion,PMC,interest_2351
porous mofs,PM,interest_2352
porous organic frameworks,POF,interest_2353
porous organic materials,"Advanced Materials, Materials Science, POM",interest_2354
porphyrin chemistry,PC,interest_2355
positive psychology,PP,interest_2356
post harvest technology,PHT,interest_2357
post quantum cryptography,PQC,interest_2358
potential energy surface,"Clean Energy, PES, Renewable Energy Systems",interest_2359
powder metallurgy,PM,interest_2360
powder metallurgy & sintering,PMS,interest_2361
power and energy system,"Clean Energy, PES, Renewable Energy Systems",interest_2362
power control centers,"Autonomous Systems, PCC, Robotics & Automation",interest_2363
power electronics,PE,interest_2364
power electronics and drives,PED,interest_2365
power electronics and electric drives,PEED,interest_2366
power electronics applications to power,PEAP,interest_2367
power quality improvement,PQI,interest_2368
power system,PS,interest_2369
power system analysis,PSA,interest_2370
power system control,"Autonomous Systems, PSC, Robotics & Automation",interest_2371
power system monitoring,PSM,interest_2372
power system optimization,PSO,interest_2373
power system protection,PSP,interest_2374
power system security analysis,PSSA,interest_2375
power system state estimation,PSSE,interest_2376
power systems,PS,interest_2377
prebiotics,"Biomedical Engineering, Biotechnology",interest_2378
precipitation microphysics,PM,interest_2379
precision machining,PM,interest_2380
precoding,"precoding Research, precoding Technology",interest_2381
predictions in ungauged basins,PUB,interest_2382
predictive analytics,PA,interest_2383
preparation of block,PB,interest_2384
prestresed concrete,PC,interest_2385
prestressed and reinforced concrete design,PRCD,interest_2386
pricing,"pricing Research, pricing Technology",interest_2387
pricing models in cloud,PMC,interest_2388
printable and flexible electronics,PFE,interest_2389
printable batteries,PB,interest_2390
printed electronics,PE,interest_2391
privacy,"privacy Research, privacy Technology",interest_2392
privacy and security,PS,interest_2393
probabilistic machine learning,"Artificial Intelligence, Machine Intelligence, PML",interest_2394
probabilistic methods,PM,interest_2395
probability and statistics,PS,interest_2396
probiotics,"Biomedical Engineering, Biotechnology",interest_2397
proces simulation & control,"Autonomous Systems, PSC, Robotics & Automation",interest_2398
process biotechnology,"Biomedical Engineering, Biotechnology, PB",interest_2399
process control,"Autonomous Systems, PC, Robotics & Automation",interest_2400
process design and operation of membrane,PDOM,interest_2401
process intensification,PI,interest_2402
process intensifications,PI,interest_2403
process modeling and simulation,PMS,interest_2404
process optimization,PO,interest_2405
process safety,PS,interest_2406
process scale-up,PSU,interest_2407
process systems engineering,PSE,interest_2408
process systems engineering - fuel cell,"Clean Energy, PSEFC, Renewable Energy Systems",interest_2409
processing and characterization of ceramic,PCC,interest_2410
